id,match_method,match_confidence,footprint_ids,verdict,reason,reviewed_on
251695,T1_multi,high,297724;830627,correct,297724 plus 830627 [school annex] covering 1711 N California; 3.2 floors.,2026-09-21
251899,T1_multi,high,432204;432641,correct,"432204 plus 432641, both 4250 S Rockwell; 4.3 floors, stories unknown.",2026-09-21
251900,T1_multi,high,202938;203043,correct,"202938 plus name-matched 203043, both 4201 W Henderson; 1.9 floors plausible.",2026-09-21
251904,T1_multi,medium,312910;314663,correct,314663 (1409) and 312910 (1443) span 1409-1443 N Ogden; 2.2 floors for one building.,2026-09-21
251942,T1_multi,high,449715;450583;451080,correct,"449715, 450583, 451080 at 4900 S Lake Shore total ~51.6k vs 54k.",2026-09-21
252279,T1_multi,high,9764;9774;9807,correct,"All three reported buildings attached: 9807 (1122), 9774 (1132), 9764 (1138-1140 W Lunt), covering the stated range.",2026-09-21
253995,T1_multi,high,868067;868068,correct,"868067 and 868068 both 1017 W Washington, coordinate inside 868068; combined fits.",2026-09-21
254008,T1_multi,high,867563;867564,correct,867564 (4816-4822) and 867563 (4824-4828) are two halves of the range; 4.2 floors.,2026-09-21
254039,T1_multi,high,842407;842408,correct,842408 (7021-7027) and 842407 (7029-7035) are two halves; 4.3 floors.,2026-09-21
255149,T1_multi,medium,842678,wrong,"842678 (6163, 5,822 sq ft) needs 10 floors; in-range 842749 (6163-6193, 60,448 sq ft) matches 57,547.",2026-09-21
255783,T1_multi,high,439090;439382,correct,"439090 (4631, coordinate inside) and 439382 (4637 S Lake Park) cover the stated range; together 3.3 floors plausible.",2026-09-21
256736,T1_multi,high,751136;751863,correct,751136 and 751863 at 10810 S Avenue H give 2.0 floors; only small 2006 modulars unattached.,2026-09-21
260127,T1_multi,high,814597;880224,correct,"814597 (18, 12 stories) and 880224 (28) ~215k vs 209k.",2026-09-21
103798,T2,medium,333430,correct,"Only footprint holding 844 is 333430 (832-852 N RUSH ST), coordinate inside; 12 stories vs 14.4 implied; built 1923 matches.",2026-09-21
160434,T2,medium,814341,correct,"814341 labeled 51-63 W LAKE ST but abuts 65-75 E LAKE ST amid E Lake/Wabash footprints, coordinate inside; the W label looks erroneous.",2026-09-21
175595,T2,medium,165458,correct,"165458 (714-728 W WAVELAND AVE) is the only footprint holding 714, even parity, 3 m from coordinate; 3 stories vs 3.4 implied; built 1916.",2026-09-21
175943,T2,low,352192,partial,"352192 (1901 W CARROLL) holds 1901 but 3 stories x 12,058 is ~22% of floor area; in-range 352195 (1923) and 352206 (1935-1937) unattached.",2026-09-21
251245,T2,medium,855524,partial,"855524 (3800-3880 N LAKE SHORE DR) holds 3800, coordinate inside; property reports 2 buildings, one attached; adjacent 855523 (608-618 W GRACE ST) unattached.",2026-09-21
256842,T2,low,280872,correct,"280872 (2001-2027 N MENDELL ST), only footprint holding 2017; 3.1 implied floors plausible; 279304 on Elston far too large. No coordinate.",2026-09-21
100256,coord_nearest,low,457426,wrong,"Attached 457426 (4970 S Archer, even, 1 story, 9,306 sq ft) is across from odd 4975; 457600 (4945-4959 S Archer, 3 stories, 177,906) fits.",2026-09-21
100674,coord_nearest,medium,868774,partial,"Attached 868774 (930 S Spaulding) is the SW corner matching odd 3301 W Arthington; 2 buildings reported, adjacent 868773 (3315-3357 W Arthington) unattached.",2026-09-21
101030,coord_nearest,medium,894158,correct,"Attached 894158 (3753-3755 S Cottage Grove, 6 stories, built 2013) is odd-side, but stated Oakland lies east; 4 m, size fits, no even-side candidate.",2026-09-21
102083,coord_nearest,medium,842368,correct,"Attached 842368 carries the same range 1645-1663 W Pratt (AVE vs BLVD suffix), 3 m from coordinate; 4.4 implied floors plausible.",2026-09-21
102284,coord_nearest,medium,234600,partial,"Attached 234600 (2801 N Sheridan, 27 stories, name matches) is one tower; 2 buildings reported, sister tower 235182 (2807-2815 N Sheridan) unattached.",2026-09-21
102362,coord_nearest,medium,115304,unsure,"Attached 115304 (4545 N Damen, hospital, 10 stories, 112,031 sq ft) sits at the right corner but gives 0.6 implied floors; property may be separate.",2026-09-21
103712,coord_nearest,medium,333187,correct,"Attached 333187 (830-850 N Mies van der Rohe Way, 74 stories) carries a layer name matching the property; 5 m from coordinate.",2026-09-21
103733,coord_nearest,medium,837923,unsure,"Attached 837923 (8500 W Bryn Mawr) is 15 stories on 149,171 sq ft, far oversized; 59257 (8600 W Bryn Mawr) fits size, 156 m away.",2026-09-21
103789,coord_nearest,medium,416218,correct,"Attached 416218 (3455 S Wabash, 104,331 sq ft) carries a layer name matching the property; 6 m from coordinate.",2026-09-21
104549,coord_nearest,medium,100312,correct,"100312 (4801 N Sheridan) at Sheridan/Lawrence corner, north side like even 920, 20 m; 13 stories vs 8.8 implied; 98877 far larger.",2026-09-21
106159,coord_nearest,medium,321074,correct,"Attached 321074 (1160-1168 N Clark) is the SW corner of Clark and Division, matching odd 101-113 W Division; 6 m, 4.5 implied floors.",2026-09-21
111038,coord_nearest,medium,847030,correct,"847030 (460 E Ohio) at Ohio/Lake Shore corner, 2 m, built 2006 vs 2007; 37,949 sq ft x ~28 floors fits.",2026-09-21
112078,coord_nearest,medium,833410,correct,"Attached 833410 (8337 W Bryn Mawr, 7 stories, built 1999) is the SE corner matching odd 5555 N Cumberland; 8.4 implied floors acceptable.",2026-09-21
120218,coord_nearest,medium,883824,wrong,"Attached 883824 (4700-4704 W North, 8,388 sq ft) gives 16.9 implied floors for 141,676 sq ft; far too small.",2026-09-21
127079,coord_nearest,low,868625,correct,"Attached 868625 lies between 17-29 N State and Washington, where 35 N State falls; 7 m; 15,579 sq ft suits 60,000 despite 1-story attribute.",2026-09-21
129735,coord_nearest,medium,592288,correct,"592288 (7505-7517 S Exchange) at Exchange/75th corner, south side like odd 2649, 8 m; 3 stories vs 3.8 implied.",2026-09-21
130634,coord_nearest,medium,352882,correct,"Attached 352882 (215 N Jefferson, 7 stories) is the NE corner matching even 560-566 W Lake; 6.8 implied floors, 2 m.",2026-09-21
133159,coord_nearest,medium,850313,unsure,"Attached 850313 (471-481 W Deming, stories unknown) is odd-side beside 467 but needs 9.1 floors; adjoining 850311 (2515 N Clark, 25,413 sq ft) may belong.",2026-09-21
134533,coord_nearest,medium,342918,correct,"Attached 342918 (153 E Erie, 10 stories, built 1961) is the SE corner matching odd 645 N Michigan; 12.3 implied floors acceptable.",2026-09-21
144572,coord_nearest,medium,464558,correct,"Attached 464558 (1301-1309 E 53rd) is the SE corner of 53rd and Kimbark, matching odd 5301-5331; in-range 466378 is a small 1989 building.",2026-09-21
150324,coord_nearest,medium,815884,correct,"Attached 815884 (516 N Wells, 15 stories) carries a layer name matching the property; 6 m, 14.3 implied floors.",2026-09-21
157100,coord_nearest,low,322692,wrong,"Attached 322692 (1601 W Division) is a 1-story 3,414 sq ft building; 33 implied floors cannot hold 112,734 sq ft.",2026-09-21
157159,coord_nearest,medium,876924,partial,"Attached 876924 (501-513 W Taylor, 116,580 sq ft) is on the right block, but needs 3.7 floors on 2 stories; 834517, 876926 unattached.",2026-09-21
158215,coord_nearest,medium,814863,wrong,"Attached 814863 (430 S Michigan) is the named Auditorium Building, 1890, 17 stories; a different building from a 2011 property at 425 S Wabash.",2026-09-21
158646,coord_nearest,low,246938,wrong,"Attached 246938 (400 W Deming, 9 stories, 16,682 sq ft) gives 71.6 implied floors against 9 stories; a different, older building.",2026-09-21
158748,coord_nearest,medium,147649,correct,"Attached 147649 (4030 N Marine, 4 stories, 50,006 sq ft) is the NW corner matching even 640 W Irving Park; 4.0 implied floors.",2026-09-21
160186,coord_nearest,medium,814537,wrong,"Attached 814537 (1-39 N Halsted, separately named 39-story tower) lies north of Madison; odd 733 W Madison is south side; size far off.",2026-09-21
160211,coord_nearest,medium,342854,correct,"342854 (215 E Erie) on the St Clair/Erie block, east side like odd 633 N St Clair, 2 m; 27 stories, built 1991 matches.",2026-09-21
160214,coord_nearest,medium,259702,correct,"Attached 259702 (unaddressed, 20,465 sq ft) is the only substantial footprint, 10 m away on the even north side of Fullerton; neighbors are houses.",2026-09-21
160347,coord_nearest,medium,814911,correct,"Attached 814911 (626-636 S Clark, 11 stories, 1911) holds the coordinate and adjoins even 642; next footprint 650 S Clark is small.",2026-09-21
160392,coord_nearest,medium,837360,unsure,"837360 (155-161 W Elm) is 20 stories x 40,807 sq ft, triple 249,845 (6.1 implied); Elm address sits oddly with 1120 N LaSalle.",2026-09-21
162325,coord_nearest,medium,332318,wrong,"Attached 332318 is an unaddressed 2,444 sq ft piece; 332159 (860 N La Salle, 25,138 sq ft, name matches) holds the number, 9 m away.",2026-09-21
173811,coord_nearest,medium,861376,wrong,"Attached 861376 (3616 N Pine Grove) needs 11.3 floors on 6 stories; adjoining corner 861377 (611 W Patterson, 5 x 19,197) fits and follows 3616.",2026-09-21
174182,coord_nearest,low,877668,wrong,"Attached 877668 (830 N Michigan, 5 stories) needs 11.5 floors; 335531 (817-819 N Rush, 15 stories) carries a layer name matching the property.",2026-09-21
175053,coord_nearest,medium,67682,correct,"67682 at 5332 N Damen, same even side beside 5330, 6 m; 4 stories vs 4.3 implied floors.",2026-09-21
175198,coord_nearest,medium,864520,unsure,"Attached 864520 (1215 W Gunnison, 12,001 sq ft) is 5 m away, plausible size, but no footprint holds 4840; 4850 N Broadway sits opposite.",2026-09-21
175415,coord_nearest,medium,43996,correct,"Attached 43996 (5911-5923 N Clark, 25,472 sq ft) adjoins even-side 5888-5896 N Ridge and spans 5920's position; 15 m, 2.5 floors.",2026-09-21
175472,coord_nearest,medium,203409,unsure,Attached 203409 (3239-3247 N Lincoln) is in the Ashland-Lincoln wedge but needs 11.5 floors; a nearer 2009 footprint and adjacent 202085 cloud it.,2026-09-21
175475,coord_nearest,medium,362489,correct,"362489 at 329 S Ashland, same odd side beside 333, 4 m; 10,417 sq ft needs 6.5 floors, stories unknown.",2026-09-21
175539,coord_nearest,medium,528152,correct,"Attached 528152 (362-370 E 63rd) is the NW corner of 63rd and King, matching even 6244; 3 m, 5.0 implied floors.",2026-09-21
175603,coord_nearest,medium,881058,unsure,"Attached 881058 (7507-7531 N Clark, 93,015 sq ft) is south of Howard, 13 m away, but exceeds 66,676 sq ft; adjoining 881057 blurs which box.",2026-09-21
175693,coord_nearest,medium,869902,wrong,"Attached 869902 (3552-3554 W Sunnyside) is a 1,584 sq ft piece needing 31.6 floors; cannot hold the reported 50,000 sq ft.",2026-09-21
175785,coord_nearest,medium,835118,unsure,"Attached 835118 (2520 N Narragansett) is 17 m away; 835112 (2530 N Narragansett) is numerically closer to 2532-2554, equal size; cannot separate.",2026-09-21
175808,coord_nearest,medium,76965,correct,"Attached 76965 (5149-5153 N Ashland, 21,358 sq ft) is odd-side next to 5161, 6 m away; 3.3 implied floors fits.",2026-09-21
175891,coord_nearest,low,582087,wrong,"Attached 582087 (7301 S Merrill, 2 stories, 2,165 sq ft) is a small building far from 6730 S Shore; 79.7 implied floors.",2026-09-21
175959,coord_nearest,medium,457635,correct,"Attached 457635 (1615-1641 E Hyde Park) is the corner where Hyde Park Blvd turns, holding 5100 S; 9 m, 4.1 implied floors.",2026-09-21
238712,coord_nearest,medium,368218,correct,"Attached 368218 (labeled 899 S State, 27 stories, built 1980) matches number and year; 15 m; same-named 368756 (900 S State) fits size worse.",2026-09-21
243626,coord_nearest,low,346470,wrong,"Attached 346470 (225-235 W Ohio, 6 stories, 1931, 8,883 sq ft) needs 50 floors; a different, older building east of 303.",2026-09-21
244387,coord_nearest,medium,825006,wrong,"Attached 825006 (400 E South Water) is a separately named 47-story tower; Waterside is absent from the layer, so the building is missing.",2026-09-21
250027,coord_nearest,medium,352872,wrong,"Attached 352872 (301-307 N Central Park, 7,416 sq ft) needs 56.6 floors; in-range 352249 (300 N Central Park Dr, name matches) is 97 m away.",2026-09-21
250041,coord_nearest,medium,373625,correct,"Attached 373625 (1313 S Sacramento Dr, 125,258 sq ft) holds the same number on the same street (Dr vs Blvd); 1.6 implied floors.",2026-09-21
250058,coord_nearest,medium,431372,correct,"Attached 431372 (741-745 E 43rd, 35,404 sq ft) is the SW corner of 43rd and Cottage Grove, matching even 4314; 1.6 floors.",2026-09-21
250118,coord_nearest,medium,327459,partial,"327459 (1044-1056 N Mozart) is named NORWEGIAN-AMERICAN HOSPITAL, 5 m; property reports 2 buildings, one footprint attached.",2026-09-21
250120,coord_nearest,medium,374823,partial,"Attached 374823 (1401-1409 S California, name matches) is one building; the property reports 6 buildings, only one attached.",2026-09-21
250133,coord_nearest,medium,855708,wrong,"Attached 855708 (4614 S Damen, 3,830 sq ft) is 30 m away and needs 19.9 floors; too small for 76,290 sq ft.",2026-09-21
250138,coord_nearest,medium,456870,partial,"Attached 456870 (501 E 50th Pl, 8 stories, name matches) is the main building; the property reports 2 buildings, second unattached.",2026-09-21
251244,coord_nearest,medium,851862,correct,"Attached 851862 (3530 N Sheridan, 13 stories, built 1924) matches year and 13.5 implied floors; 1 m from coordinate.",2026-09-21
251272,coord_nearest,medium,645372,wrong,"Odd 8331 S Stewart attached to even-side 645372 (8330-8400 S Stewart), 29 m; its 104,094 sq ft is short of 148,364.",2026-09-21
251427,coord_nearest,medium,554799,correct,"Attached 554799 (6650-6656 S Normal, 3 stories, 27,983 sq ft) is even-side next to 6646, 2 m; 2.3 implied floors.",2026-09-21
251443,coord_nearest,medium,589380,correct,"Attached 589380 (7421 S Dorchester, 2 stories, 21,690 sq ft) is odd-side near 7401, 8 m; 3.1 implied floors plausible with basement.",2026-09-21
251450,coord_nearest,medium,656111,correct,"Attached 656111 (8546 S Cregier, 21,599 sq ft) is even-side next to 8540, 12 m; 3.0 implied floors plausible.",2026-09-21
251451,coord_nearest,medium,401033,correct,"401033 (2730-2750 S Kedzie) at NW Kedzie/28th corner, north side like even 3202, 20 m; 3 stories, built 1995 vs 1996.",2026-09-21
251460,coord_nearest,medium,356297,correct,"356297 (42 N Talman) at Talman/Washington, south side like odd 2651, 8 m; 30,112 sq ft fits 2.4 implied floors.",2026-09-21
251476,coord_nearest,low,365204,correct,"Attached 365204 (519-531 S Albany) is the NE corner of Harrison and Albany, matching even 3024; 3023-3053 W Harrison is across.",2026-09-21
251498,coord_nearest,medium,362885,correct,"362885 (400 S Central Park Ave) at Central Park/Fifth, 17 m; 2 stories vs 1.7 implied; built 1962 matches.",2026-09-21
251515,coord_nearest,medium,360775,correct,"360775 (206 S California) at SW California/Adams corner, south side like odd 2801 W Adams, 14 m; 48,222 sq ft fits 1.6 floors.",2026-09-21
251529,coord_nearest,medium,300433,partial,"Attached 300433 (1757 N Narragansett, 27,655 sq ft) is the SE corner lot; 2 buildings reported, 301456 (same address) unattached.",2026-09-21
251558,coord_nearest,medium,418297,correct,"Attached 418297 (3511-3539 S Honore) holds 3525; card street is a Honore misspelling; 2 stories, 2.4 implied floors.",2026-09-21
251570,coord_nearest,medium,293557,correct,"Attached 293557 (1841 N Springfield, 3 stories, built 1990) is odd-side next to 1845; year matches, 2.1 implied floors.",2026-09-21
251590,coord_nearest,medium,826622,correct,"Attached 826622 (3300 W 71st, 3 stories, built 2005) carries a layer name matching the property; 7 m.",2026-09-21
251616,coord_nearest,medium,268539,partial,"268539 (2245 N Central), same odd side, 0 m from coordinate; property reports 4 buildings, one 24,714 sq ft footprint attached.",2026-09-21
251667,coord_nearest,medium,682113,wrong,"Attached 682113 (8959 S Throop, 3,227 sq ft) is north of 90th while 9001 is south; needs 12.9 floors.",2026-09-21
251772,coord_nearest,low,883558,wrong,"Attached 883558 (6427-6429 W Irving Park, 1 story, 3,716 sq ft) is odd-side, across from even 6430; far too small.",2026-09-21
251786,coord_nearest,medium,252862,wrong,"Attached 252862 (638 W Deming, 2,493 sq ft) needs 30.3 floors; a house-sized building cannot hold 75,507 sq ft.",2026-09-21
251871,coord_nearest,low,592719,wrong,"Attached 592719 (1950 E 75th, 2 stories, 4,163 sq ft) is even-side, across from odd 1955, needing 51.3 floors.",2026-09-21
251926,coord_nearest,medium,341554,wrong,"Attached 341554 (925 W Huron, odd, built 1913) is across Huron from even 910; 23 m from coordinate.",2026-09-21
252039,coord_nearest,medium,486215,wrong,"Attached 486215 (940 E 57th, other institutes, 86,690 sq ft) exceeds floor area; 486536 (935 E 56th) carries the matching name, 4 m away.",2026-09-21
252046,coord_nearest,medium,484072,correct,"Attached 484072 (5547 S Greenwood, 59,478 sq ft) carries a layer name matching the property; 1 m from coordinate.",2026-09-21
252217,coord_nearest,medium,257181,correct,"Attached 257181 (1335 W Altgeld, 88,165 sq ft) spans the block from Altgeld to even-side Fullerton; 1 m, 1.5 floors.",2026-09-21
253982,coord_nearest,medium,886002,wrong,Attached 886002 (710-730 S Clark) is a separately named 2008 tower north of Polk; odd 111 W Polk is south side.,2026-09-21
253989,coord_nearest,medium,874084,correct,"Attached 874084 (353 W Institute) is on the Orleans-Institute block matching even 820 N Orleans; 5 m, 7.4 implied floors.",2026-09-21
254076,coord_nearest,medium,350525,wrong,"Attached 350525 (301 E North Water) is a separately named 1991 hotel tower, 23 m away; not a 2015 building.",2026-09-21
254157,coord_nearest,medium,815686,correct,"Attached 815686 (5107-5113 N Christiana, university library) holds the coordinate; parity differs but campus spans both sides, no even-side building fits.",2026-09-21
254351,coord_nearest,medium,888276,wrong,"Attached 888276 (1226-1230 W Jackson, 8,238 sq ft) is even-side, across from odd 1241-1245; 14 implied floors.",2026-09-21
254365,coord_nearest,medium,350999,wrong,"350999 (350 N Orleans) is named MERCHANDISE MART APPAREL CENTER / HOLIDAY INN, a different building, 21 m; nothing holds 326.",2026-09-21
254378,coord_nearest,low,871189,wrong,"Attached 871189 (4800-4810 N Kedzie, 3 stories, 8,101 sq ft) is the Lawrence corner, 24 m off; needs 7.4 floors.",2026-09-21
254379,coord_nearest,low,457847,wrong,"457847 (1501-1517 E Hyde Park Blvd) is 1 story, 7,929 sq ft; 613,970 sq ft would need 77 floors.",2026-09-21
255091,coord_nearest,medium,329538,unsure,"Attached 329538 (879-1011 N Halsted, 169,975 sq ft) is 28 m away with an odd Halsted range; 330723 (8 stories, 40,554 sq ft) also near.",2026-09-21
255092,coord_nearest,medium,858870,wrong,"Even 1244 N Clybourn attached to odd-side 858870 (1249 N Clybourn), 2,729 sq ft; 64,000 sq ft would need 23.5 floors.",2026-09-21
256434,coord_nearest,medium,404930,correct,"404930 (3020 S Wabash) is named IIT (KEATING HALL), 26 m; 32,017 sq ft fits 1.7 implied floors.",2026-09-21
256437,coord_nearest,medium,416920,unsure,"Attached 416920 (10 W 35th, 21 stories) is the corner where 3450 falls, but 4.8 floors vs 21; 416610 (3440 S State) could fit.",2026-09-21
256439,coord_nearest,medium,415663,unsure,Attached 415663 (3420-3424 S State) is on the right block but carries a different layer name; 415615 (3440 S Dearborn) is equally near.,2026-09-21
256660,coord_nearest,medium,431372,wrong,"Attached 431372 (741-745 E 43rd) is at 43rd Street, about 440 numbers south of 3859 S Vincennes; 24 m from a doubtful coordinate.",2026-09-21
256779,coord_nearest,medium,876929,wrong,"Attached 876929 (1348 W Taylor, 2,179 sq ft) needs 37.3 floors; too small for 81,194 sq ft.",2026-09-21
256814,coord_nearest,medium,871617,correct,"Attached 871617 (734 N Milwaukee) is even-side next to 730 and 2 m from coordinate; size unknown, 50,000 is a placeholder.",2026-09-21
256837,coord_nearest,low,376856,wrong,"Attached 376856 (1631 S Blue Island, 2,218 sq ft) is house-sized; in-range 384368 (2148-2180 S Canalport, 4 stories, 39,348 sq ft) is 1 km away.",2026-09-21
256875,coord_nearest,low,876494,wrong,Attached 876494 (1248 W Washington) is on another street about 200 numbers east of 1448 W Madison; the coordinate is misplaced.,2026-09-21
256889,coord_nearest,low,39767,wrong,"Attached 39767 (1439 W Norwood, 1,333 sq ft) is on another street, well west of Winthrop and south of 6314 N.",2026-09-21
256898,coord_nearest,low,876494,wrong,"Attached 876494 (1248 W Washington) is north of Madison, while 1520 W Harrison is 600 S and 270 numbers west.",2026-09-21
260135,coord_nearest,medium,882174,wrong,"Attached 882174 (305 W 23rd, 1,818 sq ft) needs 40.3 floors; every nearby footprint is house-sized.",2026-09-21
100148,coord_pip,medium,574786,correct,Attached 574786 (7145 S Cyril) is a through-lot beside 7130 S Jeffery on Jeffery's even side; 12 stories matches 11.5 implied floors.,2026-09-21
101471,coord_pip,medium,180628,correct,"Attached 180628 (3534-3540 N Broadway) is SW corner Broadway/Brompton, odd side, beside 721 W Brompton; no rival footprint.",2026-09-21
102239,coord_pip,medium,821927,correct,"Attached 821927 (4105-4121 S Lake Park), 8 stories built 2004, matches 7.1 implied floors and 2004 build year; no competing footprint.",2026-09-21
103594,coord_pip,medium,349416,correct,Attached 349416 (454 N Columbus) label matches property name; coordinate inside; podium footprint explains 18.9 implied floors on 37 stories.,2026-09-21
103611,coord_pip,medium,358766,correct,"Attached 358766 (200-220 S Clark) label matches property name; 41 stories, coordinate inside; no competitor.",2026-09-21
103620,coord_pip,medium,878209,correct,"Coordinate inside unaddressed 878209 (100,550 sq ft) west of Dayton (even side), adjoining 1523 N Fremont; no competing 1530 footprint; 4.1 floors plausible.",2026-09-21
103630,coord_pip,medium,365295,partial,"Attached 365295 (621 S Winchester) is a hospital-campus footprint on Harrison's south side at 19xx W; property reports 4 buildings, one attached.",2026-09-21
103634,coord_pip,medium,874143,unsure,"874143 (23 E Jackson, 6,818 sq ft) implies 55.8 floors; adjoining 874144 (300 S Wabash) also needed; attached may be part or a neighbor.",2026-09-21
103696,coord_pip,medium,824755,correct,Attached 824755 (101 S Wacker) label matches; 51 stories vs 46.2 implied; E Wacker range-holder 1.3 km away is a mirror.,2026-09-21
103759,coord_pip,medium,360730,correct,"360730 (318 S Clinton, 15 stories) is the SW Jackson/Clinton corner where 547 W Jackson falls; 15.1 floors matches 15 stories.",2026-09-21
103761,coord_pip,medium,814154,correct,"Attached 814154 (401 N Dearborn) is NE corner Dearborn/Kinzie, north side of W Kinzie; 17 stories, built 2000, matches.",2026-09-21
103770,coord_pip,medium,868401,correct,"868401 (132 W Van Buren) lies in the block of 333 S LaSalle, correct side; no competing range; 4.7 floors plausible with unknown stories.",2026-09-21
105673,coord_pip,medium,363801,correct,"Attached 363801 (536 S Canal) is NW corner Canal/Harrison, even north side of W Harrison; 6.3 implied floors plausible; no rival.",2026-09-21
106221,coord_pip,low,181029,wrong,"Attached 523-531 W Cornelia is 3 stories (11 implied floors); adjacent 861453 (533-535 W Cornelia, 15 stories) fits 158k, 4 m away.",2026-09-21
110848,coord_pip,medium,815133,correct,Attached 815133 (927 E 57th) label matches property name; 5 stories vs 6.0 implied floors.,2026-09-21
113745,coord_pip,medium,348447,correct,"Attached 348447 (501 N Kingsbury) is on W Illinois' even north side west of Orleans; 50,879 sq ft gives plausible 8.8 floors.",2026-09-21
117814,coord_pip,medium,218117,correct,"Attached 218117 (3986 W Barry) label matches property name; 2 stories x 29,547 fits 58,000; S Pulaski range-holder is a mirror.",2026-09-21
119422,coord_pip,medium,304524,correct,"Attached 304524 (1565 N Sheffield) is SE corner Sheffield/North, odd south side east of 1000 W; 853-865 W North continues east.",2026-09-21
119689,coord_pip,medium,343386,correct,"Attached 343386 (646 N Franklin) is SW corner Franklin/Erie, odd south side of W Erie; 6 stories vs 6.4 implied.",2026-09-21
120614,coord_pip,low,357197,wrong,"357197 (2 S Halsted, named Two Mid City Plaza/bank) is outside 16-40 at the corner; 6 stories holds only half the floor area.",2026-09-21
120631,coord_pip,medium,446356,correct,Attached 446356 (4700 S Ashland) is a through-lot reaching Marshfield's odd east side; 5 stories vs 3.5 implied; no rival footprint.,2026-09-21
129344,coord_pip,low,239890,correct,"Attached 239890 (2806 N Oakley) is NW corner Oakley/Diversey, even side, beside 2310-2312 W Diversey; 2 stories vs 4.9 implied, no rival.",2026-09-21
131236,coord_pip,medium,868403,correct,"Attached 868403 (401 S La Salle) on the odd east side; 20,607 sq ft gives 7.8 floors, fits; no footprint holds 427.",2026-09-21
132533,coord_pip,medium,293205,correct,"Attached 293205 (1731 N Elston) sits on odd side between 1701-1721 and 1761-1765, covering 1737-1747; large low footprint fits 1.3 floors.",2026-09-21
134776,coord_pip,medium,814619,correct,Attached 814619 (34-38 S Michigan) label matches property name; 15 stories vs 13.1 implied floors.,2026-09-21
134914,coord_pip,medium,871136,correct,"Attached 871136 (377 W Ontario), odd side, 4 stories vs 5.0 implied; 411-451 W Ontario (264k capacity) too big; E Ontario mirror.",2026-09-21
135716,coord_pip,low,814142,wrong,"Attached 223 W Hubbard is 2 stories, 3,816 sq ft (14.4 implied); adjacent 350190 (415 N Franklin, 6 stories) fits 55k, 1 m from coordinate.",2026-09-21
140794,coord_pip,medium,838242,correct,"Attached 838242 abuts 1540 N Orleans and 1547 N Sedgwick, so sits on Orleans' even west side at North Ave; 10 stories vs 7.1.",2026-09-21
140928,coord_pip,medium,157247,unsure,"157247 (3957 N Meade) sits where 6049-6059 W Irving Park should be, but 9.9 floors is implausible; adjoining 157692 may complete it.",2026-09-21
147871,coord_pip,low,124537,wrong,"Attached 4416 N Clark is 2 stories, 1921, 4,294 sq ft (15.1 implied floors) against a 2005 64,957 sq ft building.",2026-09-21
149143,coord_pip,medium,827069,correct,"827069 (32 S Sangamon, built 2004) is in the block north of Monroe between Sangamon and Morgan, same side as 950; 8.3 floors plausible.",2026-09-21
155614,coord_pip,medium,79254,correct,"Attached 79254 (5147-5157 N St Louis) is SE corner St Louis/Foster, odd south side, beside 3437-3441 W Foster; 4.0 floors plausible.",2026-09-21
157614,coord_pip,medium,885961,correct,"885961 (1555 S Wabash, 14 stories) is the NE 16th/Wabash corner, even north side as 50 E 16th; 11.7 floors fits.",2026-09-21
160082,coord_pip,medium,843744,wrong,"843744 is a named O'Hare concourse structure (Concourse E/F link), not a hotel; the property is a separate building.",2026-09-21
160099,coord_pip,medium,337775,correct,"Attached 337775 (730-756 N Michigan), 17 stories built 2001, north of Superior; year matches, podium footprint; no Superior range-holder.",2026-09-21
160163,coord_pip,medium,258417,correct,"Attached 258417 (2437-2447 N Southport) is NE corner Southport/Fullerton, even north side, beside 1340-1350 W Fullerton; 6.2 floors plausible.",2026-09-21
160208,coord_pip,medium,813884,correct,"Attached 813884 (612-620 N Rush) is SW corner Rush/Ontario, odd south side beside 49 E Ontario; hotel-labeled; 16 stories exceed area.",2026-09-21
160244,coord_pip,medium,358446,correct,"Attached 358446 (127-135 S Aberdeen) is NE corner Aberdeen/Adams, even north side; 6 stories vs 5.2 implied floors.",2026-09-21
160266,coord_pip,medium,892475,correct,"Attached 892475 (679 N Kingsbury), built 2010 like the property, lies on Huron's odd south side between 451 and 501 W Huron.",2026-09-21
160300,coord_pip,medium,337830,correct,"Attached 337830 (57-59 E Chicago) is SW corner Rush/Chicago, matching 750 N Rush's west side; 36-story tower, built 1989 vs 1992.",2026-09-21
160363,coord_pip,medium,891792,correct,"Attached 891792 (659-667 N Franklin), 26 stories built 2010 like the property, on Erie's even north side beside 214 W Erie.",2026-09-21
160373,coord_pip,low,349571,wrong,"Attached 440 N Orleans is 6 stories, 1939, 26,722 sq ft (25.7 implied floors) for a 2013 686,958 sq ft building; fits 350 W Hubbard.",2026-09-21
160394,coord_pip,medium,100657,correct,"Attached 100657 (4801-4809 N Kenmore) is NE corner Kenmore/Lawrence, even north side; 14 stories, built 1935, matches.",2026-09-21
160395,coord_pip,medium,261475,correct,"Attached 261475 (2350-2358 N Lincoln Park) is SW corner at Fullerton, odd south side, beside 325 W Fullerton; 5.1 floors plausible.",2026-09-21
160438,coord_pip,low,880172,correct,"880172 (151 N Wacker) carries the footprint name 155 North Wacker; stories/year stale (11, 1954), so 61 implied floors not decisive.",2026-09-21
160454,coord_pip,medium,814026,correct,"Attached 814026 (500-512 N Franklin) is NW corner Franklin/Illinois, even north side; built 1986 vs 1985; E Illinois range-holder is a mirror.",2026-09-21
